DDInterID_A,Drug_A,DDInterID_B,Drug_B,Level
DDInter351,Chloramphenicol,DDInter582,Dolutegravir,Minor
DDInter384,Ciprofloxacin,DDInter582,Dolutegravir,Minor
DDInter458,Cyclosporine,DDInter582,Dolutegravir,Minor
DDInter513,Dexamethasone,DDInter582,Dolutegravir,Minor
DDInter670,Erythromycin,DDInter582,Dolutegravir,Minor
DDInter1209,Miconazole,DDInter582,Dolutegravir,Minor
DDInter1961,Zidovudine,DDInter25,Acyclovir,Minor
DDInter195,Betamethasone,DDInter1961,Zidovudine,Moderate
DDInter351,Chloramphenicol,DDInter1961,Zidovudine,Moderate
DDInter352,Chloramphenicol (ophthalmic),DDInter1961,Zidovudine,Moderate
DDInter1961,Zidovudine,DDInter513,Dexamethasone,Moderate
DDInter1961,Zidovudine,DDInter537,Diclofenac,Moderate
DDInter1961,Zidovudine,DDInter747,Fludrocortisone,Moderate
DDInter1961,Zidovudine,DDInter763,Flurbiprofen,Moderate
DDInter1961,Zidovudine,DDInter806,Ganciclovir,Major
DDInter1961,Zidovudine,DDInter885,Hydrocortisone,Moderate
DDInter921,Indomethacin,DDInter1961,Zidovudine,Moderate
DDInter1010,Ketorolac,DDInter1961,Zidovudine,Moderate
DDInter1961,Zidovudine,DDInter1191,Methylprednisolone,Moderate
DDInter1961,Zidovudine,DDInter1478,Piroxicam,Moderate
DDInter1961,Zidovudine,DDInter1513,Prednisolone,Moderate
DDInter1961,Zidovudine,DDInter1678,Sirolimus,Moderate
DDInter1961,Zidovudine,DDInter1855,Triamcinolone,Moderate
DDInter1961,Zidovudine,DDInter33,Aflibercept,Moderate
DDInter195,Betamethasone,DDInter3,Abametapir (topical),Moderate
DDInter427,Cocaine (topical),DDInter3,Abametapir (topical),Moderate
DDInter458,Cyclosporine,DDInter3,Abametapir (topical),Moderate
DDInter513,Dexamethasone,DDInter3,Abametapir (topical),Moderate
DDInter537,Diclofenac,DDInter3,Abametapir (topical),Moderate
DDInter670,Erythromycin,DDInter3,Abametapir (topical),Moderate
DDInter747,Fludrocortisone,DDInter3,Abametapir (topical),Moderate
DDInter885,Hydrocortisone,DDInter3,Abametapir (topical),Moderate
DDInter1066,Lidocaine,DDInter3,Abametapir (topical),Moderate
DDInter1191,Methylprednisolone,DDInter3,Abametapir (topical),Moderate
DDInter1513,Prednisolone,DDInter3,Abametapir (topical),Moderate
DDInter1678,Sirolimus,DDInter3,Abametapir (topical),Moderate
DDInter1855,Triamcinolone,DDInter3,Abametapir (topical),Moderate
DDInter56,Alteplase,DDInter6,Abciximab,Major
DDInter6,Abciximab,DDInter242,Bromfenac (ophthalmic),Moderate
DDInter6,Abciximab,DDInter537,Diclofenac,Moderate
DDInter6,Abciximab,DDInter538,Diclofenac (ophthalmic),Moderate
DDInter6,Abciximab,DDInter539,Diclofenac (topical),Moderate
DDInter6,Abciximab,DDInter763,Flurbiprofen,Moderate
DDInter6,Abciximab,DDInter764,Flurbiprofen (ophthalmic),Moderate
DDInter6,Abciximab,DDInter856,Heparin,Major
DDInter6,Abciximab,DDInter921,Indomethacin,Moderate
DDInter6,Abciximab,DDInter1010,Ketorolac,Moderate
DDInter6,Abciximab,DDInter1011,Ketorolac (ophthalmic),Moderate
DDInter6,Abciximab,DDInter1280,Nepafenac (ophthalmic),Moderate
DDInter6,Abciximab,DDInter1478,Piroxicam,Moderate
DDInter6,Abciximab,DDInter1633,Salicylic acid (sodium),Moderate
DDInter6,Abciximab,DDInter1929,Verteporfin,Moderate
DDInter351,Chloramphenicol,DDInter7,Abemaciclib,Moderate
DDInter384,Ciprofloxacin,DDInter7,Abemaciclib,Moderate
DDInter513,Dexamethasone,DDInter7,Abemaciclib,Moderate
DDInter670,Erythromycin,DDInter7,Abemaciclib,Moderate
DDInter806,Ganciclovir,DDInter7,Abemaciclib,Moderate
DDInter157,Azithromycin,DDInter8,Abiraterone,Moderate
DDInter384,Ciprofloxacin,DDInter8,Abiraterone,Moderate
DDInter537,Diclofenac,DDInter8,Abiraterone,Moderate
DDInter670,Erythromycin,DDInter8,Abiraterone,Moderate
DDInter809,Gatifloxacin,DDInter8,Abiraterone,Major
DDInter1055,Levofloxacin,DDInter8,Abiraterone,Moderate
DDInter1084,Lomefloxacin,DDInter8,Abiraterone,Moderate
DDInter1247,Moxifloxacin,DDInter8,Abiraterone,Major
DDInter1313,Norfloxacin,DDInter8,Abiraterone,Moderate
DDInter1325,Ofloxacin,DDInter8,Abiraterone,Moderate
DDInter1809,Timolol,DDInter8,Abiraterone,Moderate
DDInter1810,Timolol (ophthalmic),DDInter8,Abiraterone,Moderate
DDInter225,Botulinum toxin type A,DDInter66,Amikacin,Major
DDInter225,Botulinum toxin type A,DDInter67,Amikacin (liposome),Major
DDInter225,Botulinum toxin type A,DDInter136,Atropine,Moderate
DDInter225,Botulinum toxin type A,DDInter815,Gentamicin,Major
DDInter225,Botulinum toxin type A,DDInter1004,Kanamycin,Major
DDInter225,Botulinum toxin type A,DDInter1180,Methscopolamine,Moderate
DDInter225,Botulinum toxin type A,DDInter1277,Neomycin,Major
DDInter225,Botulinum toxin type A,DDInter1283,Netilmicin,Major
DDInter225,Botulinum toxin type A,DDInter1489,Polymyxin B,Major
DDInter225,Botulinum toxin type A,DDInter1647,Scopolamine,Moderate
DDInter225,Botulinum toxin type A,DDInter1822,Tobramycin,Major
DDInter124,Ascorbic acid,DDInter1377,Paclitaxel,Minor
DDInter157,Azithromycin,DDInter1377,Paclitaxel,Moderate
DDInter351,Chloramphenicol,DDInter1377,Paclitaxel,Moderate
DDInter384,Ciprofloxacin,DDInter1377,Paclitaxel,Minor
DDInter458,Cyclosporine,DDInter1377,Paclitaxel,Moderate
DDInter1377,Paclitaxel,DDInter513,Dexamethasone,Moderate
DDInter670,Erythromycin,DDInter1377,Paclitaxel,Moderate
DDInter806,Ganciclovir,DDInter1377,Paclitaxel,Moderate
DDInter809,Gatifloxacin,DDInter1377,Paclitaxel,Minor
DDInter1055,Levofloxacin,DDInter1377,Paclitaxel,Minor
DDInter1084,Lomefloxacin,DDInter1377,Paclitaxel,Minor
DDInter1209,Miconazole,DDInter1377,Paclitaxel,Moderate
DDInter1247,Moxifloxacin,DDInter1377,Paclitaxel,Minor
DDInter1313,Norfloxacin,DDInter1377,Paclitaxel,Minor
DDInter1325,Ofloxacin,DDInter1377,Paclitaxel,Minor
DDInter1678,Sirolimus,DDInter1377,Paclitaxel,Moderate
DDInter195,Betamethasone,DDInter991,Isotretinoin,Moderate
DDInter991,Isotretinoin,DDInter513,Dexamethasone,Moderate
DDInter885,Hydrocortisone,DDInter991,Isotretinoin,Moderate
DDInter1191,Methylprednisolone,DDInter991,Isotretinoin,Moderate
DDInter1374,Oxytetracycline,DDInter991,Isotretinoin,Major
DDInter1513,Prednisolone,DDInter991,Isotretinoin,Moderate
DDInter1634,Salicylic acid (topical),DDInter991,Isotretinoin,Moderate
DDInter1783,Tetracycline,DDInter991,Isotretinoin,Major
DDInter1855,Triamcinolone,DDInter991,Isotretinoin,Moderate
DDInter1929,Verteporfin,DDInter991,Isotretinoin,Moderate
DDInter1941,Vitamin A,DDInter991,Isotretinoin,Major
DDInter722,Fentanyl,DDInter110,Apraclonidine,Moderate
DDInter136,Atropine,DDInter722,Fentanyl,Moderate
DDInter722,Fentanyl,DDInter154,Azelastine (nasal),Moderate
DDInter197,Betaxolol,DDInter722,Fentanyl,Moderate
DDInter235,Brimonidine (ophthalmic),DDInter722,Fentanyl,Moderate
DDInter236,Brimonidine (topical),DDInter722,Fentanyl,Moderate
DDInter351,Chloramphenicol,DDInter722,Fentanyl,Moderate
DDInter412,Clonidine,DDInter722,Fentanyl,Minor
DDInter458,Cyclosporine,DDInter722,Fentanyl,Moderate
DDInter722,Fentanyl,DDInter513,Dexamethasone,Major
DDInter670,Erythromycin,DDInter722,Fentanyl,Major
DDInter722,Fentanyl,DDInter846,Guanethidine,Moderate
DDInter722,Fentanyl,DDInter1180,Methscopolamine,Moderate
DDInter722,Fentanyl,DDInter1209,Miconazole,Moderate
DDInter1333,Olopatadine (nasal),DDInter722,Fentanyl,Moderate
DDInter1647,Scopolamine,DDInter722,Fentanyl,Moderate
DDInter722,Fentanyl,DDInter1678,Sirolimus,Moderate
DDInter1809,Timolol,DDInter722,Fentanyl,Moderate
DDInter56,Alteplase,DDInter9,Acalabrutinib,Major
DDInter241,Bromfenac,DDInter9,Acalabrutinib,Major
DDInter242,Bromfenac (ophthalmic),DDInter9,Acalabrutinib,Moderate
DDInter351,Chloramphenicol,DDInter9,Acalabrutinib,Moderate
DDInter384,Ciprofloxacin,DDInter9,Acalabrutinib,Major
DDInter458,Cyclosporine,DDInter9,Acalabrutinib,Moderate
DDInter513,Dexamethasone,DDInter9,Acalabrutinib,Moderate
DDInter537,Diclofenac,DDInter9,Acalabrutinib,Major
DDInter538,Diclofenac (ophthalmic),DDInter9,Acalabrutinib,Moderate
DDInter539,Diclofenac (topical),DDInter9,Acalabrutinib,Moderate
DDInter670,Erythromycin,DDInter9,Acalabrutinib,Major
DDInter763,Flurbiprofen,DDInter9,Acalabrutinib,Major
DDInter764,Flurbiprofen (ophthalmic),DDInter9,Acalabrutinib,Moderate
DDInter806,Ganciclovir,DDInter9,Acalabrutinib,Moderate
DDInter856,Heparin,DDInter9,Acalabrutinib,Major
DDInter921,Indomethacin,DDInter9,Acalabrutinib,Major
DDInter1010,Ketorolac,DDInter9,Acalabrutinib,Major
DDInter1011,Ketorolac (ophthalmic),DDInter9,Acalabrutinib,Moderate
DDInter1209,Miconazole,DDInter9,Acalabrutinib,Moderate
DDInter1280,Nepafenac (ophthalmic),DDInter9,Acalabrutinib,Moderate
DDInter1478,Piroxicam,DDInter9,Acalabrutinib,Major
DDInter11,Acarbose,DDInter15,Acetazolamide,Moderate
DDInter37,Alclometasone (topical),DDInter11,Acarbose,Minor
DDInter11,Acarbose,DDInter195,Betamethasone,Moderate
DDInter11,Acarbose,DDInter196,Betamethasone (topical),Minor
DDInter11,Acarbose,DDInter384,Ciprofloxacin,Moderate
DDInter11,Acarbose,DDInter509,Desonide (topical),Minor
DDInter11,Acarbose,DDInter513,Dexamethasone,Moderate
DDInter11,Acarbose,DDInter515,Dexamethasone (ophthalmic),Minor
DDInter11,Acarbose,DDInter516,Dexamethasone (topical),Minor
DDInter11,Acarbose,DDInter540,Diclofenamide,Moderate
DDInter11,Acarbose,DDInter650,Ephedrine,Moderate
DDInter11,Acarbose,DDInter652,Epinephrine,Moderate
DDInter11,Acarbose,DDInter747,Fludrocortisone,Moderate
DDInter11,Acarbose,DDInter809,Gatifloxacin,Major
DDInter11,Acarbose,DDInter885,Hydrocortisone,Moderate
DDInter11,Acarbose,DDInter887,Hydrocortisone (topical),Minor
DDInter11,Acarbose,DDInter1055,Levofloxacin,Moderate
DDInter11,Acarbose,DDInter1084,Lomefloxacin,Moderate
DDInter11,Acarbose,DDInter1167,Methazolamide,Moderate
DDInter11,Acarbose,DDInter1191,Methylprednisolone,Moderate
DDInter11,Acarbose,DDInter1192,Methylprednisolone (topical),Minor
DDInter1247,Moxifloxacin,DDInter11,Acarbose,Moderate
DDInter11,Acarbose,DDInter1277,Neomycin,Moderate
DDInter11,Acarbose,DDInter1313,Norfloxacin,Moderate
DDInter11,Acarbose,DDInter1325,Ofloxacin,Moderate
DDInter11,Acarbose,DDInter1453,Phenylephrine,Moderate
DDInter11,Acarbose,DDInter1513,Prednisolone,Moderate
DDInter11,Acarbose,DDInter1678,Sirolimus,Moderate
DDInter11,Acarbose,DDInter1855,Triamcinolone,Moderate
DDInter11,Acarbose,DDInter1857,Triamcinolone (ophthalmic),Moderate
DDInter11,Acarbose,DDInter1858,Triamcinolone (topical),Minor
DDInter1066,Lidocaine,DDInter12,Acebutolol,Moderate
DDInter27,Adalimumab,DDInter1066,Lidocaine,Moderate
DDInter1066,Lidocaine,DDInter35,Albendazole,Minor
DDInter40,Alefacept,DDInter1066,Lidocaine,Moderate
DDInter1066,Lidocaine,DDInter43,Alfentanil,Minor
DDInter1066,Lidocaine,DDInter54,Alprazolam,Moderate
DDInter1066,Lidocaine,DDInter64,Amifampridine,Moderate
DDInter1066,Lidocaine,DDInter66,Amikacin,Minor
DDInter1066,Lidocaine,DDInter67,Amikacin (liposome),Minor
DDInter1066,Lidocaine,DDInter71,Aminoglutethimide,Minor
DDInter1066,Lidocaine,DDInter76,Amiodarone,Moderate
DDInter1066,Lidocaine,DDInter81,Amobarbital,Minor
DDInter1066,Lidocaine,DDInter90,Amprenavir,Major
DDInter93,Anagrelide,DDInter1066,Lidocaine,Moderate
DDInter94,Anakinra,DDInter1066,Lidocaine,Moderate
DDInter1066,Lidocaine,DDInter107,Apalutamide,Minor
DDInter1066,Lidocaine,DDInter112,Aprepitant,Moderate
DDInter1066,Lidocaine,DDInter114,Arbutamine,Major
DDInter1066,Lidocaine,DDInter119,Armodafinil,Minor
DDInter1066,Lidocaine,DDInter129,Atazanavir,Moderate
DDInter1066,Lidocaine,DDInter130,Atenolol,Moderate
DDInter1066,Lidocaine,DDInter135,Atracurium,Moderate
DDInter1066,Lidocaine,DDInter1364,Oxybuprocaine (ophthalmic),Moderate
DDInter1066,Lidocaine,DDInter184,Benzocaine (topical),Moderate
DDInter197,Betaxolol,DDInter1066,Lidocaine,Moderate
DDInter1066,Lidocaine,DDInter202,Bexarotene,Minor
DDInter1066,Lidocaine,DDInter216,Bisoprolol,Moderate
DDInter1066,Lidocaine,DDInter221,Boceprevir,Moderate
DDInter1066,Lidocaine,DDInter223,Bosentan,Minor
DDInter1066,Lidocaine,DDInter229,Bretylium,Moderate
DDInter1066,Lidocaine,DDInter250,Bupivacaine (liposome),Major
DDInter1066,Lidocaine,DDInter252,Bupropion,Major
DDInter256,Butabarbital,DDInter1066,Lidocaine,Minor
DDInter257,Butalbital,DDInter1066,Lidocaine,Minor
DDInter1066,Lidocaine,DDInter281,Canakinumab,Moderate
DDInter1066,Lidocaine,DDInter287,Capmatinib,Moderate
DDInter1066,Lidocaine,DDInter293,Carbamazepine,Minor
DDInter1066,Lidocaine,DDInter303,Carteolol,Moderate
DDInter1066,Lidocaine,DDInter305,Carvedilol,Moderate
DDInter1066,Lidocaine,DDInter338,Cenobamate,Minor
DDInter1066,Lidocaine,DDInter340,Ceritinib,Moderate
DDInter1066,Lidocaine,DDInter342,Certolizumab pegol,Moderate
DDInter1066,Lidocaine,DDInter355,Chlordiazepoxide,Moderate
DDInter1066,Lidocaine,DDInter380,Cimetidine,Moderate
DDInter1066,Lidocaine,DDInter386,Cisatracurium,Moderate
DDInter1066,Lidocaine,DDInter401,Clobazam,Moderate
DDInter1066,Lidocaine,DDInter411,Clonazepam,Moderate
DDInter1066,Lidocaine,DDInter412,Clonidine,Minor
DDInter1066,Lidocaine,DDInter414,Clorazepic acid,Moderate
DDInter1066,Lidocaine,DDInter424,Cobicistat,Moderate
DDInter1066,Lidocaine,DDInter426,Cocaine (nasal),Moderate
DDInter1066,Lidocaine,DDInter427,Cocaine (topical),Moderate
DDInter1066,Lidocaine,DDInter438,Conivaptan,Major
DDInter1066,Lidocaine,DDInter462,Dabrafenib,Minor
DDInter1066,Lidocaine,DDInter482,Darunavir,Moderate
DDInter1066,Lidocaine,DDInter484,Dasatinib,Moderate
DDInter1066,Lidocaine,DDInter488,Deferasirox,Minor
DDInter1066,Lidocaine,DDInter496,Delavirdine,Moderate
DDInter1066,Lidocaine,DDInter513,Dexamethasone,Minor
DDInter1066,Lidocaine,DDInter534,Diazepam,Moderate
DDInter1066,Lidocaine,DDInter382,Cinchocaine (topical),Moderate
DDInter1066,Lidocaine,DDInter561,Diltiazem,Moderate
DDInter575,Disopyramide,DDInter1066,Lidocaine,Moderate
DDInter580,Dofetilide,DDInter1066,Lidocaine,Major
DDInter1066,Lidocaine,DDInter584,Dopamine,Minor
DDInter1066,Lidocaine,DDInter590,Doxacurium,Moderate
DDInter1066,Lidocaine,DDInter596,Doxorubicin,Minor
DDInter1066,Lidocaine,DDInter597,Doxorubicin (liposomal),Minor
DDInter1066,Lidocaine,DDInter602,Dronedarone,Moderate
DDInter1066,Lidocaine,DDInter612,Duvelisib,Moderate
DDInter1066,Lidocaine,DDInter614,Echinacea,Moderate
DDInter1066,Lidocaine,DDInter624,Efavirenz,Minor
DDInter1066,Lidocaine,DDInter625,Elagolix,Minor
DDInter1066,Lidocaine,DDInter634,Emapalumab,Moderate
DDInter1066,Lidocaine,DDInter649,Enzalutamide,Minor
DDInter675,Esmolol,DDInter1066,Lidocaine,Moderate
DDInter1066,Lidocaine,DDInter677,Estazolam,Moderate
DDInter687,Etanercept,DDInter1066,Lidocaine,Moderate
DDInter1066,Lidocaine,DDInter696,Ethotoin,Minor
DDInter1066,Lidocaine,DDInter703,Etravirine,Moderate
DDInter1066,Lidocaine,DDInter715,Felbamate,Minor
DDInter743,Fluconazole,DDInter1066,Lidocaine,Moderate
DDInter1066,Lidocaine,DDInter760,Fluphenazine,Moderate
DDInter1066,Lidocaine,DDInter762,Flurazepam,Moderate
DDInter770,Fluvoxamine,DDInter1066,Lidocaine,Moderate
DDInter1066,Lidocaine,DDInter777,Fosamprenavir,Major
DDInter1066,Lidocaine,DDInter778,Fosaprepitant,Moderate
DDInter1066,Lidocaine,DDInter783,Fosphenytoin,Minor
DDInter1066,Lidocaine,DDInter785,Fostamatinib,Moderate
DDInter1066,Lidocaine,DDInter815,Gentamicin,Minor
DDInter1066,Lidocaine,DDInter819,Ginkgo biloba,Moderate
DDInter1066,Lidocaine,DDInter821,Givosiran,Moderate
DDInter1066,Lidocaine,DDInter837,Golimumab,Moderate
DDInter1066,Lidocaine,DDInter843,Griseofulvin,Minor
DDInter1066,Lidocaine,DDInter849,Guselkumab,Moderate
DDInter1066,Lidocaine,DDInter850,Halazepam,Moderate
DDInter1066,Lidocaine,DDInter881,Hyaluronidase,Minor
DDInter1066,Lidocaine,DDInter901,Ibutilide,Moderate
DDInter1066,Lidocaine,DDInter905,Idelalisib,Moderate
DDInter1066,Lidocaine,DDInter909,Imatinib,Moderate
DDInter917,Indinavir,DDInter1066,Lidocaine,Moderate
DDInter1066,Lidocaine,DDInter918,Indium In-111 oxyquinoline,Moderate
DDInter923,Infliximab,DDInter1066,Lidocaine,Moderate
DDInter1066,Lidocaine,DDInter960,Iohexol,Major
DDInter1066,Lidocaine,DDInter961,Iopamidol,Major
DDInter1066,Lidocaine,DDInter995,Itraconazole,Moderate
DDInter1066,Lidocaine,DDInter997,Ivacaftor,Moderate
DDInter1066,Lidocaine,DDInter1000,Ivosidenib,Minor
DDInter1066,Lidocaine,DDInter1003,Ixekizumab,Moderate
DDInter1066,Lidocaine,DDInter1004,Kanamycin,Minor
DDInter1066,Lidocaine,DDInter1013,Labetalol,Moderate
DDInter1066,Lidocaine,DDInter1014,Lacosamide,Moderate
DDInter1066,Lidocaine,DDInter1021,Lanreotide,Moderate
DDInter1066,Lidocaine,DDInter1024,Lapatinib,Moderate
DDInter1066,Lidocaine,DDInter1026,Larotrectinib,Moderate
DDInter1066,Lidocaine,DDInter1032,Lefamulin,Moderate
DDInter1066,Lidocaine,DDInter1034,Lemborexant,Moderate
DDInter1066,Lidocaine,DDInter1072,Lindane,Moderate
DDInter1066,Lidocaine,DDInter1087,Lonafarnib,Moderate
DDInter1092,Lorazepam,DDInter1066,Lidocaine,Moderate
DDInter1066,Lidocaine,DDInter1094,Lorlatinib,Minor
DDInter1066,Lidocaine,DDInter1106,Lusutrombopag,Moderate
DDInter1066,Lidocaine,DDInter1140,Mefloquine,Moderate
DDInter1066,Lidocaine,DDInter1152,Mephenytoin,Minor
DDInter1066,Lidocaine,DDInter1190,Methylphenobarbital,Minor
DDInter1066,Lidocaine,DDInter1198,Metocurine,Moderate
DDInter1200,Metoprolol,DDInter1066,Lidocaine,Moderate
DDInter1066,Lidocaine,DDInter1206,Mexiletine,Moderate
DDInter1066,Lidocaine,DDInter1212,Midazolam,Moderate
DDInter1066,Lidocaine,DDInter1215,Mifepristone,Moderate
DDInter1066,Lidocaine,DDInter1233,Mitotane,Minor
DDInter1066,Lidocaine,DDInter1235,Mivacurium,Moderate
DDInter1066,Lidocaine,DDInter1236,Modafinil,Minor
DDInter1066,Lidocaine,DDInter1245,Morphine (liposomal),Moderate
DDInter1066,Lidocaine,DDInter1255,Nadolol,Moderate
DDInter1066,Lidocaine,DDInter1256,Nafcillin,Minor
DDInter1066,Lidocaine,DDInter1271,Nebivolol,Moderate
DDInter1066,Lidocaine,DDInter1274,Nefazodone,Moderate
DDInter1276,Nelfinavir,DDInter1066,Lidocaine,Moderate
DDInter1066,Lidocaine,DDInter1277,Neomycin,Minor
DDInter1066,Lidocaine,DDInter1283,Netilmicin,Minor
DDInter1285,Nevirapine,DDInter1066,Lidocaine,Minor
DDInter1066,Lidocaine,DDInter1299,Nitazoxanide,Moderate
DDInter1066,Lidocaine,DDInter1319,Obeticholic acid,Moderate
DDInter1323,Octreotide,DDInter1066,Lidocaine,Moderate
DDInter1066,Lidocaine,DDInter1327,Olaparib,Moderate
DDInter1066,Lidocaine,DDInter1340,Omeprazole,Minor
DDInter1066,Lidocaine,DDInter1351,Osilodrostat,Moderate
DDInter1066,Lidocaine,DDInter1352,Osimertinib,Minor
DDInter1066,Lidocaine,DDInter1359,Oxazepam,Moderate
DDInter1066,Lidocaine,DDInter1360,Oxcarbazepine,Minor
DDInter1066,Lidocaine,DDInter1385,Pancuronium,Moderate
DDInter1066,Lidocaine,DDInter1398,Pasireotide,Moderate
DDInter1066,Lidocaine,DDInter1417,Penbutolol,Moderate
DDInter1066,Lidocaine,DDInter1423,Pentobarbital,Minor
DDInter1066,Lidocaine,DDInter1435,Pexidartinib,Minor
DDInter1066,Lidocaine,DDInter1442,Phenobarbital,Minor
DDInter1066,Lidocaine,DDInter1451,Phenylbutazone,Minor
DDInter1460,Phenytoin,DDInter1066,Lidocaine,Minor
DDInter1066,Lidocaine,DDInter1471,Pindolol,Moderate
DDInter1066,Lidocaine,DDInter1473,Pipecuronium,Moderate
DDInter1066,Lidocaine,DDInter1482,Plazomicin,Minor
DDInter1066,Lidocaine,DDInter1487,Polyethylene glycol (3350 with electrolytes),Moderate
DDInter1066,Lidocaine,DDInter1494,Posaconazole,Moderate
DDInter1066,Lidocaine,DDInter1518,Prilocaine,Major
DDInter1066,Lidocaine,DDInter1521,Primidone,Minor
DDInter1066,Lidocaine,DDInter1524,Procainamide,Moderate
DDInter1066,Lidocaine,DDInter1534,Propafenone,Minor
DDInter1066,Lidocaine,DDInter1536,Proparacaine (ophthalmic),Moderate
DDInter1066,Lidocaine,DDInter1539,Propranolol,Moderate
DDInter1066,Lidocaine,DDInter1552,Quazepam,Moderate
DDInter1066,Lidocaine,DDInter1562,Raloxifene,Minor
DDInter1066,Lidocaine,DDInter1571,Rapacuronium,Moderate
DDInter1066,Lidocaine,DDInter1580,Remimazolam,Moderate
DDInter1066,Lidocaine,DDInter1589,Rifabutin,Minor
DDInter1066,Lidocaine,DDInter1590,Rifampicin,Minor
DDInter1066,Lidocaine,DDInter1592,Rifapentine,Minor
DDInter1066,Lidocaine,DDInter1594,Rilonacept,Moderate
DDInter1066,Lidocaine,DDInter1607,Ritonavir,Moderate
DDInter1066,Lidocaine,DDInter1612,Rocuronium,Moderate
DDInter1066,Lidocaine,DDInter1620,Ropivacaine,Moderate
DDInter1066,Lidocaine,DDInter1626,Rucaparib,Moderate
DDInter1066,Lidocaine,DDInter1627,Rufinamide,Minor
DDInter1066,Lidocaine,DDInter1640,Saquinavir,Major
DDInter1066,Lidocaine,DDInter1643,Sarilumab,Moderate
DDInter1066,Lidocaine,DDInter1644,Satralizumab,Moderate
DDInter1066,Lidocaine,DDInter1650,Secobarbital,Minor
DDInter1066,Lidocaine,DDInter1652,Secukinumab,Moderate
DDInter1066,Lidocaine,DDInter1658,Selpercatinib,Moderate
DDInter1066,Lidocaine,DDInter1668,Siltuximab,Moderate
DDInter1066,Lidocaine,DDInter1678,Sirolimus,Moderate
DDInter1066,Lidocaine,DDInter1306,Nitrous acid,Major
DDInter1066,Lidocaine,DDInter1698,Somapacitan,Minor
DDInter1066,Lidocaine,DDInter1700,Somatrem,Minor
DDInter1699,Somatotropin,DDInter1066,Lidocaine,Minor
DDInter1066,Lidocaine,DDInter1704,Sotalol,Moderate
DDInter1066,Lidocaine,DDInter1708,St. John's Wort,Minor
DDInter1066,Lidocaine,DDInter1711,Stiripentol,Moderate
DDInter1066,Lidocaine,DDInter1713,Streptomycin,Minor
DDInter1716,Succinylcholine,DDInter1066,Lidocaine,Moderate
DDInter1066,Lidocaine,DDInter1726,Sulfinpyrazone,Minor
DDInter1066,Lidocaine,DDInter1735,Tacrolimus,Moderate
DDInter1066,Lidocaine,DDInter1750,Tazemetostat,Minor
DDInter1066,Lidocaine,DDInter1755,Telaprevir,Moderate
DDInter1066,Lidocaine,DDInter1758,Telithromycin,Moderate
DDInter1761,Temazepam,DDInter1066,Lidocaine,Moderate
DDInter1066,Lidocaine,DDInter1763,Temsirolimus,Moderate
DDInter1066,Lidocaine,DDInter1771,Teriflunomide,Minor
DDInter1066,Lidocaine,DDInter1780,Tetracaine (ophthalmic),Moderate
DDInter1066,Lidocaine,DDInter1781,Tetracaine (topical),Moderate
DDInter1066,Lidocaine,DDInter1790,Thallous Chloride,Moderate
DDInter1066,Lidocaine,DDInter1807,Tilmanocept,Moderate
DDInter1066,Lidocaine,DDInter1809,Timolol,Moderate
DDInter1066,Lidocaine,DDInter1822,Tobramycin,Minor
DDInter1066,Lidocaine,DDInter1823,Tocainide,Moderate
DDInter1066,Lidocaine,DDInter1824,Tocilizumab,Moderate
DDInter1066,Lidocaine,DDInter1825,Tofacitinib,Moderate
DDInter1841,Tramadol,DDInter1066,Lidocaine,Major
DDInter1066,Lidocaine,DDInter1860,Triazolam,Moderate
DDInter1881,Troglitazone,DDInter1066,Lidocaine,Minor
DDInter1066,Lidocaine,DDInter1890,Tubocurarine,Moderate
DDInter1066,Lidocaine,DDInter1891,Tucatinib,Moderate
DDInter1066,Lidocaine,DDInter1907,Ustekinumab,Moderate
DDInter1066,Lidocaine,DDInter1922,Vecuronium,Moderate
DDInter1066,Lidocaine,DDInter1925,Vemurafenib,Minor
DDInter1066,Lidocaine,DDInter1946,Voriconazole,Moderate
DDInter1453,Phenylephrine,DDInter12,Acebutolol,Moderate
DDInter1453,Phenylephrine,DDInter16,Acetohexamide,Moderate
DDInter362,Chlorpheniramine,DDInter18,Acetylcholine,Moderate
DDInter1453,Phenylephrine,DDInter36,Albiglutide,Moderate
DDInter1453,Phenylephrine,DDInter1632,Salbutamol,Moderate
DDInter1453,Phenylephrine,DDInter51,Alogliptin,Moderate
DDInter78,Amitriptyline,DDInter1453,Phenylephrine,Major
DDInter1453,Phenylephrine,DDInter82,Amoxapine,Major
DDInter84,Amphetamine,DDInter1453,Phenylephrine,Moderate
DDInter110,Apraclonidine,DDInter362,Chlorpheniramine,Moderate
DDInter1453,Phenylephrine,DDInter116,Arformoterol,Moderate
DDInter130,Atenolol,DDInter1453,Phenylephrine,Moderate
DDInter132,Atomoxetine,DDInter1453,Phenylephrine,Moderate
DDInter136,Atropine,DDInter362,Chlorpheniramine,Moderate
DDInter1453,Phenylephrine,DDInter137,Atropine (ophthalmic),Moderate
DDInter154,Azelastine (nasal),DDInter362,Chlorpheniramine,Moderate
DDInter1453,Phenylephrine,DDInter187,Benzphetamine,Moderate
DDInter197,Betaxolol,DDInter1453,Phenylephrine,Moderate
DDInter198,Betaxolol (ophthalmic),DDInter1453,Phenylephrine,Moderate
DDInter1453,Phenylephrine,DDInter216,Bisoprolol,Moderate
DDInter235,Brimonidine (ophthalmic),DDInter362,Chlorpheniramine,Moderate
